DJIA,AAPL,AXP,BA,CAT,CSCO,CVX,DIS,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,TRV,UNH,UTX,V,VZ,WBA,WMT,XOM
-0.005937176,-0.022868057,0.009774134,-0.014705627,-0.036390179,-0.009866654,-0.037400197,0.000426604,0.005968282,0.00789723,-0.008673412,-0.012555166,9.19E-05,-0.000478488,-0.00899984,-0.039174876,-0.008292489,0.006322495,-0.01498131,-0.016341719,-0.000625329,0.004195865,0.011307075,-0.004094774,0.015690813,-0.000949905,0.005948068,-0.012763254,0.001306818,-0.022855727
-0.002876634,0.015186348,-0.002140003,-0.004770204,0.002097379,0.006953425,0.00196401,-0.009210744,0.001372253,-0.00789723,0.006957225,-0.00836826,-0.004340254,-0.003516625,-0.025829026,-0.013589478,-0.000621388,-0.030685837,-0.002309107,-0.007086164,-0.000625871,-0.000551101,-0.007777639,0.010948605,0.017014792,0.003945333,-0.04133348,0.012617532,-0.007986312,-0.003495801
-0.01517243,-0.01919811,-0.006555264,-0.039486032,-0.02578802,-0.020262234,-0.020295921,-0.014195545,-0.025149865,-0.007050048,-0.015332986,-0.01282253,-0.016893633,-0.028752292,-0.01052161,-0.01499793,-0.016234938,-0.00049993,-0.0146051,0.006472104,-0.002820881,-0.007858112,-0.007263054,-0.019290269,-0.013042301,-0.009204323,-0.015897123,-0.006435529,-0.006965164,-0.030105087
0.00359752,-0.002951934,0.004088451,-0.010241551,-0.003553854,0.004455848,0.000476753,0.013938714,0.007988656,0.013352696,0.003483155,0.007658744,0.004508123,0.00755213,-0.001684064,0.010720154,0.005734188,-0.003197016,0.005740766,-0.001752184,-0.006613013,0.004545242,0.002969004,0.00643834,0.004746513,0.005335075,0.003890118,0.068885094,0.010191209,0.005959441
-0.018093118,-0.01707736,-0.023136706,-0.021300163,-0.02391096,-0.004828067,-0.024411632,-0.002837734,-0.02468971,-0.004898546,-0.035965557,-0.012889216,-0.021691554,-0.018155107,-0.015041403,-0.003854977,-0.012837429,-0.027679646,-0.004675132,-0.007871762,-0.022365167,-0.009557546,-0.013575495,-0.00977402,-0.016711945,-0.024390547,-0.016968042,0.020202753,-0.000238681,-0.029580943
-0.005802999,-0.013764351,-0.010605581,0.010788627,-0.008321692,-0.006723865,-0.014958006,-0.006469959,-0.01752388,0.002702244,-0.015043852,-0.008593208,-0.004511211,-0.014765475,-0.008345686,-0.024124528,-0.001719796,-0.013430057,-0.005981439,-0.007724202,-0.002912195,-0.003916283,-0.000678965,-0.004973838,-0.002142242,-0.000311662,-0.003516344,-0.014330199,0.00155003,0.003457996
-0.006538514,-0.013769001,-0.020193251,0.017619116,-0.004578585,-0.003378985,0.008293885,-0.008063002,-0.012091708,-0.030340941,-0.010838387,-0.010072906,-0.01160983,-0.01241625,-0.004446574,0.002934942,0.013928559,-0.002637273,-0.032889701,-0.023538279,-0.006175904,0.001792151,-9.68E-05,-0.024934409,0.011726012,-0.012899273,0.002418922,-0.014400743,-0.011743794,-0.005654599
0.016732058,0.024612748,0.024625913,0.00649793,0.004578585,0.008239501,0.041600351,0.013329985,0.009339244,0.019184546,0.003428369,0.018942115,0.012667477,0.022674636,0.028315404,0.032491632,0.009698327,0.014506766,0.012761408,0.013744659,0.01456582,0.014884195,0.012819939,0.033748715,0.005899809,0.022128163,0.019789941,-0.005540715,0.015192711,0.029757784
0.023981853,0.0291832,0.029739153,0.004865625,0.021385365,0.030850692,0.027995453,0.013370402,0.034943901,0.017334275,0.037147723,0.021294615,0.025988086,0.028208008,0.020014899,0.021800833,0.028845341,0.023155157,0.038177404,0.026935897,0.026947211,0.014231285,0.014641888,0.030789783,0.026511115,0.019418177,0.013049557,0.032659646,0.020097961,0.023755258
0.001497931,-0.007752863,-0.002902172,0.004446397,0.000217857,0.004330677,0.035145159,0.003018873,0.008678114,0.012438293,0.005250027,-0.017713767,-0.011866808,0.007292759,-0.010434198,-0.004815659,0.001088374,0.010121606,0.0029418,-0.023344198,-0.000938935,0.000543376,-0.001889481,0.002442241,-0.011782577,-0.009470815,-0.00063782,-0.015581574,-0.009117465,0.026841169
0.008647724,0.010324025,0.007720468,0.015641821,0.006629509,0.016074587,-0.008001502,0.014004211,0.005983759,0.01528527,0.018316086,0.02283297,0.011211338,0.000161595,0.009490004,0.007161857,0.010759003,-0.010460662,0.006691572,0.011427566,0.004685319,0.005957372,0.005281368,0.005352171,0.013320487,0.009659913,0.010367087,0.014101737,0.01422436,-0.003315923
0.003597779,-0.003547818,0.002134078,0.014017714,0.012700835,0.001062557,0.01699307,0.005188221,0.005436566,0.002508936,0.00494333,0.005895205,-0.023316707,0.008680171,0.01453385,0.003508622,-0.002394389,-0.030130755,0.009748402,0.000416703,-0.020145451,0.007423644,0.006002195,-0.001845955,0.000597089,0.00396617,0.00336213,0.029714412,0.00323634,0.013410153
0.000335106,-0.004720821,0.002767578,0.009262556,0.002350096,0.001768368,-0.004221149,-0.002855612,0.001992905,-0.001929318,-0.002592225,0.000267154,0.002968575,0,-0.000698234,-0.004148222,0.000539163,0.004360472,-0.006418973,0.003328885,-0.000954313,-0.001609204,-0.002152756,-0.001654024,-0.002562769,0.008895054,0,0.002088892,-0.002657673,-0.008600091
0.001302519,0.017522632,0.00222934,0.002967422,0.005426979,0.00176533,-0.001940893,0.006439872,-0.002248515,0.001832987,0.003208119,0.002933715,0.004483591,0.001119821,0.000465708,0.010074109,-0.00420157,0.005553743,-0.005415612,0.005592452,0.007293615,0.003429856,-0.000187371,-0.001267008,0.002818769,-0.003781099,0.003977859,-0.002742824,0.005538419,-0.006096649
-0.000857835,-0.000701944,-0.000212017,0.005001228,-0.00553368,0.003872468,0.000618048,0.004933567,0.003778999,0.007489883,-0.011336789,-0.009902553,0.002566571,0.00653331,-0.002330573,0.002739225,0.002702982,-0.000865924,-0.009021411,0.004842203,-0.008248879,-0.008812876,0.002340126,-0.002147348,-0.003246277,-0.004473195,-0.006498596,0.004306594,-0.003111644,-0.001503283
-0.003062643,-0.012277821,0,-0.003483099,-0.012023778,-0.003519767,-0.001854875,-0.008412363,-0.002449867,-0.002490346,-0.0028699,-0.011360403,0.000284693,0.003013045,-0.002335907,-0.008347045,-0.005231995,-0.001386657,-0.009103539,-0.004325842,-0.000318727,-0.002593737,-0.000186968,0.00506838,-0.005663973,-0.003320905,-0.004637062,-0.009683191,0.001729782,-0.000537389
-0.008937074,-0.019201981,-0.013133435,-0.014132708,-0.011514276,-0.019224552,-0.008256133,-0.005399801,-0.009652323,0.006690882,0.00243394,-0.012868071,-0.007526297,-0.009066931,-0.012709052,-0.005852682,-0.009207797,-0.015029879,-0.012196712,-0.007563864,-0.007356332,-0.014278821,-0.010151367,-0.017260179,-0.010380699,-0.00892273,-0.011688896,0.001970285,-0.01054016,-0.006146403
0.000556423,-0.009558167,-0.000215402,-0.000230711,0.00381637,-0.000724017,0.003559502,-0.004682377,0.002987908,-0.014779511,0.010046489,0.001927064,-0.0004782,0.004973145,-0.001896587,-0.004706795,-0.001583683,0.007018921,0.00665191,-0.011716712,0.005761945,-0.007161719,-0.003880736,-0.00307114,0.000347752,0.010697825,0.003840238,-0.002627851,0.000232836,0.004101757
-0.018754941,-0.028576189,-0.026801623,-0.006949918,-0.054230405,-0.020121379,-0.040792339,-0.014721212,-0.031720622,-0.021203596,-0.015859864,-0.011340093,-0.007008852,-0.031537139,0,-0.011105833,-0.022810991,0.014753175,-0.009238205,-0.016231249,-0.005440904,-0.004765515,-0.012118082,-0.016608652,-0.016830491,-0.022320854,-0.008339425,-0.019934468,-0.002914574,-0.027743092
-0.007456157,9.44E-05,-0.021542368,-0.011848304,-0.006455259,-0.000369807,-0.000462858,-0.005318394,-0.02043671,-0.003066172,-0.021801669,-0.018813196,-0.004925859,-0.026271141,0.007564804,0.001841726,-0.010720496,0.038531317,-0.014786482,-0.005899708,0.008309281,-0.004565591,-0.008968133,-0.002019984,-0.014245351,-0.00646458,0.010041996,0.002547257,0.007675996,-0.00533048
0.012179915,0.0139246,0.021605152,0.015406374,0.015377677,0.009199797,-0.000833434,0.010177809,0.014792528,0.033700193,-0.006557448,0.020758178,0.021835763,0.001524973,0.012405114,0.01727402,0.007222459,0.021160511,0.012625367,0.020445911,0.01359268,0.005231905,0.016904405,0.010158613,0.010791585,0.01330896,-0.006473981,0.025250793,0.026186283,0.010081592
0.01822129,0.037702762,0.014075416,0.017527795,0.010197149,0.007662822,0.022625224,0.010288252,0.015839542,0.021883004,0.021502142,0.018429761,0.007832163,0.022100228,0.012023145,0.003716028,0.023684566,0.019926762,0.028993678,0.022821761,0.020202675,0.011370503,0.020549241,0.046629287,0.016888379,0.01332335,0.021206715,0.012325986,0.020886688,0.016507788
-0.009566568,0.001071722,-0.012747364,-0.001974863,-0.012020834,0.010126603,-0.020127174,0.004892504,-0.015465536,-0.017296446,0.004346058,0.001906358,-0.013722837,-0.017539947,-0.011093084,-0.012262189,-0.012359999,-0.004624878,-0.008440692,-0.011085405,0.004604773,-0.009374105,-0.012675691,-0.009404257,-0.00551002,-0.014934162,-0.008942003,-0.02454126,-0.012457301,-0.001410706
-0.005457005,-0.024949305,-0.010226903,-0.005106583,-0.008708504,0.009312251,-0.021767232,0.002225743,-0.012244575,-0.004490761,-0.016923236,-0.004362232,-0.003436409,-0.008631541,-0.009104702,-0.002147725,-0.005459482,-0.004164786,-0.01258133,-0.00135544,0.003668686,-0.003663283,-0.005970821,-0.01134472,0.003764075,-0.001959247,0.006820188,0.000395935,0.007470718,-0.019405034
-0.001540805,0.008839707,-0.003021173,0.002289662,-0.006002651,0.001781147,-0.0159946,0.007698477,-0.000756739,-0.006629971,0.002362292,-0.00273588,0.001719593,0.0001699,-0.00023463,-0.001937352,-0.00074707,-0.001767223,-0.005163495,-0.008906475,-0.01012136,0.004217088,0.001519719,0.005058018,-0.000961469,0.00291847,0.002121815,-0.005829038,-0.007918356,-0.003659901
-0.010649972,-0.003817893,-0.02450501,-0.006040774,-0.003479436,-0.006426454,-0.002882855,-0.010136339,-0.025743638,-0.010563617,-0.006461686,-0.004117986,-0.007280894,-0.035109438,-0.001643341,-0.013993717,-0.004867946,0.007209849,-0.008665803,-0.013777278,0.001232499,-0.003438964,-0.015206028,0.002519337,-0.007197404,-0.020220005,-0.004460913,-0.003593931,-0.030698249,-0.002893135
-0.006122934,-0.027515559,-0.013761517,-0.001842448,-0.01237576,-0.018435413,-0.011908996,0.001272549,-0.009700987,-0.016008158,-0.00792622,-0.004411767,-0.014625665,-0.03256105,-0.004238027,-0.001749417,-0.001126792,-0.012206833,-0.010498461,-0.009650565,-0.002466258,-0.001445746,0.004231101,0.010876676,0,-0.009553923,0.00276379,-0.002804134,0.008851034,-0.008729967
0.010958874,-0.00780048,0.001861378,0.004905712,-0.005470205,0.009802352,0.023582521,0.008758699,-0.007084281,0.0303245,0.016490054,0.00715908,0.015010175,0.016949425,0.003532843,0.001202799,0.014550014,0.018413693,0.016572652,0.001937828,0.012270173,0.015350219,0.022112455,0.012462864,0.022903445,0.007163981,0.018719887,0.016577179,-0.00700535,0.023990768
0.000208992,0.025431192,0.014079946,0.003358895,0.001310633,0.013991116,0.012761039,-0.004633562,-0.009068856,-0.008390844,-0.001209937,-0.009925839,-0.026787924,-0.003941292,0.014704583,-0.007570267,-0.000370663,-0.006685807,0.003238334,0.006645152,0.009104707,-0.000657901,-0.006592009,-0.001419288,0.011810949,0.007385882,0.0039511,0.000263248,-0.00092252,-0.00032924
0.00222694,0.007605279,0.004687634,0.009027978,0.016535332,-0.008227244,0.015748177,-0.006034665,0.008617163,0.002708243,-0.03145464,0.010748366,0.006004281,0.003225914,0.004623115,-0.005079038,0.003698339,-0.007213166,-0.010183141,-0.001068542,-0.013994687,0.002025793,-0.007872964,0.03443138,0.012681972,0.001711797,0.001451828,-0.006067353,-0.000576826,0.0085262
0.014685814,0.025682995,-0.038368135,0.024100943,0.016842008,0.023429986,0.007001977,0.010352967,0.027230022,0.024237714,0.021465563,0.011718407,0.018088613,0.029963689,0.009639503,0.006069789,0.020400946,0.006893548,0.026009163,0.024715786,0.005194837,0.009761744,0.029648627,0.040602566,0.011859231,0.001242999,-0.0093702,0.0056728,0.018978741,0.010826045
-0.007968173,0.005146746,-0.002848834,-0.007548521,-0.014034799,-0.010227514,-0.01918773,-0.004529403,-0.008551125,-0.006621339,0.003084192,-0.012540935,-0.015148799,-0.015927622,-0.01079351,-0.014741448,-0.011336522,-0.00159899,0.001060247,0.003229041,-0.011032882,-0.016951955,-0.010875212,-0.016382953,-0.003909766,0.002674982,-0.013691609,-0.0056728,0.002375147,-0.021550551
0.000345085,0.001061532,-0.009914276,-0.004093754,0.004894011,-0.008543849,0.018820394,0.002636035,-0.000388224,0.009351893,0.003138891,-0.017714537,0.000586826,0.00158636,-0.007183121,0.012317918,0.00134033,0.005267099,-0.003609724,0.001973856,0.010728026,-0.005565834,0.000654005,-0.00348844,-0.010304532,-0.006837316,-0.004037801,0.003302019,0.001355027,0.009526315
-0.016625549,-0.035640816,-0.010863207,-0.011930489,-0.074546171,-0.039006213,-0.005710606,-0.010585657,-0.022023097,-0.011346733,-0.017353684,-0.046294024,-0.001663926,-0.010091198,-0.014287704,-0.012205972,-0.003721156,-0.004147383,-0.097098432,-0.019387764,-0.006116174,-0.035103177,-0.009572339,-0.014439202,0.0034467,-0.021832576,-0.013075025,-0.012071604,-0.012488968,-0.008866199
-0.011327469,0.054992602,-0.008164273,0.052636362,0.002001767,-0.003351437,-0.042937293,-0.013930782,-0.019683795,-0.004001999,-0.013891896,-0.012064232,-0.005992812,-0.02613935,-0.011149415,-0.008858967,0.001893051,-0.017902139,-0.035066465,-0.012672495,-0.020140186,-0.015614381,-0.013958079,-0.014189809,-0.01897707,-0.018619131,-0.006493411,-0.015602109,-0.008144546,-0.033541601
0.013030642,0.030658685,0.003297969,0.056656759,-0.000124976,0.015177058,-0.006869347,0.005917457,0.016846792,0.02712551,0.025601482,0.012649249,0.008829605,0.016664002,0.004284433,0.049336964,0.013270039,0.010360922,0.019712399,0.016580539,-0.003762907,0.006088288,-0.000382608,0.008538226,-0.004028191,0.006634967,0.001301783,0.010786376,0.010312816,-0.004215786
-0.014568637,-0.0147422,-0.016104427,-0.01644239,-0.000375124,-0.031724939,-0.00457368,-0.024542392,-0.020551847,-0.030185198,-0.014055115,-0.034799252,-0.022122282,-0.023444777,-0.02233788,-0.008938925,-0.023324275,-0.029584428,-0.03907795,-0.028005422,-0.018389956,-0.016239432,-0.016589939,-0.029124732,-0.014444526,0.027481656,-0.00871266,-0.011057625,-0.031733716,-0.00182882
0.011359093,0.01246897,0.017688693,0.006103506,0.010820124,0.017293539,0.033849564,0.010607568,0.017706773,9.57E-05,0.008767332,0.018294277,0.006866783,0.019845788,0.010149987,0.000757215,0.012977629,0.009904323,0.021548376,-0.003583562,0.01271897,0.009798703,0.016972546,0.009740592,0.015560409,0.001685489,0.027405197,0.01533974,0.008553393,0.024407963
0.017435991,0.00016845,0.019293923,0.007357123,0.037392195,0.010750748,0.032193411,0.023330616,0.026707107,0.026552316,0.024335842,0.001484881,0.016036455,0.022284586,0.000961552,0.015126535,0.009202216,0.002296786,0.007722309,0.015437307,0.011622637,0.009703633,0.013863848,0.004834946,0.019621049,0.017277648,0.01793097,-0.001336613,0.005584827,0.029370445
0.000374604,0.007640353,-0.001434329,-0.000814882,-0.023754794,-0.015982503,-0.010831592,0.073530751,-0.008133174,0.010850957,-0.009574087,0.004175092,-0.010793848,-0.006012498,0.001200126,0.001383049,-0.006833034,-0.032817042,0.005752113,-0.00871506,0.010343134,-0.001863161,0.006486226,0.001019784,-0.009295381,0.019440957,-0.000627443,-0.001605517,0.005322938,-0.00860075
0.011916555,0.007111958,0.013306701,0.009330156,0.019575694,0.021131605,0.008821072,0.013338783,0.011069372,0.005335879,0.00603411,0.010068428,0.010793848,0.006893447,0.002635878,0.003078687,0.010502171,0.002030107,0.014474333,0.008607729,0.028283643,0.010551389,0.006350917,0.008304734,0.019504462,0.025751729,0.001254415,0.001605517,0.007244261,0.009792365
-0.00339363,-0.00845636,0.003299245,-0.004045749,-0.004316906,-0.000734063,0.002740802,-0.006058625,0.01460756,0.000458536,-0.000573951,-0.01903693,-0.013362538,0.019536834,-0.008168997,-0.003716818,-0.002885946,-0.006442941,-0.000942926,-0.016745404,0.005441057,-0.012651748,-0.001957224,-0.011274261,-0.002500739,-0.016246119,0.030252389,0.018021415,0.000572702,-0.001856189
-0.005348466,0.006620598,-0.000353049,-0.002841921,0.01739365,-0.004415039,0.007453119,-0.002846576,-0.006618141,-0.006440417,-0.00620854,-0.011173196,-0.013142042,-0.001210019,-0.005322021,-0.01360409,-0.00743437,-0.007855065,-0.00117954,-0.006777265,-0.003019126,-0.006563045,-0.013429402,-0.010369783,-0.004098175,-0.007356247,-0.004876957,0.003277439,-0.016393918,0.000655409
0.007840309,0.019029106,0.010069254,0.003111892,-0.009135948,0.01355096,-0.002266388,0.001865899,0.012759831,0.021278536,0.017880881,0.023113641,0.005696283,0.011008039,0.027982183,0.013923488,0.005927849,0.00887532,0.005649913,0.017181714,0.032135975,0.003990182,0.007066003,0.023021774,0.000670348,-0.0034338,0.008519282,0.003788552,0.015935728,-0.006024978
-0.0003705,0.023168513,0.001978545,0.005354919,-0.005857206,-0.02058126,-0.001816857,-0.000490852,0.016603605,-0.003258229,-0.002273,-0.004460958,0.000298819,-0.001540898,-0.000707846,0.002018625,-0.001913309,-0.00187106,-0.005177782,-0.015647481,0.002923925,0.002923286,0.011666493,0.008042923,-0.00058982,0.012712457,0.006040887,0.036362986,-0.010942802,-0.004515219
0.006152759,0.012572776,-0.066455023,0.001148798,0.001437408,0.089792387,0.017746426,0.016646917,0.011287108,0.016631858,0.002020661,0.017139992,-0.019515709,0.020350174,-0.0047317,0.009297276,0.00865642,0.0023806,0.016614338,0.007528494,0.017940273,0.004543465,0.002502146,-9.11E-05,0.007554227,0.018328301,-0.005838953,0.005392407,-0.00522563,0.019348059
0.002609976,0.004890792,-0.030274615,0.011013476,0.01897365,-0.001019052,0.017170735,0.005679847,-0.004118512,-0.002409969,0.011789882,0.006716439,0.011915828,0.001677301,-0.004277194,0.005872193,0.000180799,-0.001189522,0.01793958,0.000434523,-0.006617715,-0.001512255,-0.000370352,-0.003648117,0.013785325,-0.004736138,-0.004249645,-0.011266466,-0.000932069,0.010767892
0.001565449,0.005884364,0.012725921,0.001268372,0.002932532,-0.004085707,-0.003375032,-0.000480093,0.005382552,0.000982353,0.003485267,0.010998586,0.008197436,0.007180442,-0.004296327,-0.013684596,0.005888356,-0.000340273,0.000459192,-0.001957568,-0.001733586,-0.004784432,0,0.002919674,0.000577092,0.004588232,-0.002639935,-0.009315138,0.001746499,-0.003433123
-0.000982912,0.006938314,0.008812692,0.008303028,-0.006816501,0.006122656,-0.017591663,-0.00250034,-0.007129978,-8.95E-05,0.007612809,-0.013621726,-0.004790416,-0.012220791,-0.001915091,0.002435043,0.002871237,0.000170082,-0.001147815,0.018978342,-0.002895912,0.008966922,-0.000185067,9.13E-05,0.005507569,-0.006481612,-0.004891868,-0.002695903,0.003831523,-0.022167609
-0.002447832,-0.002099821,-0.017448858,0.016922896,-0.017846741,-0.006122656,-0.019105539,0.000289063,0.002329309,-0.009419875,0.010426659,-0.001752378,0.007375791,-0.002360739,0.009064912,-0.004132216,-0.001853428,-0.008539652,-0.00068971,0.000854242,-0.002032338,-0.012247303,9.26E-05,0.002365668,0.007513146,-7.44E-05,-0.000613413,-0.008909837,-0.032627225,-0.017401172
0.008562806,0.008141078,0.018075635,0.029227167,0.013592484,0.010183475,0.002304514,0.006332605,0.012611191,0.011650083,-0.001465534,0.005829457,0.002596844,0.009577507,-0.003329991,0,0.006145606,0.000857302,0.008242047,0.013041619,0.004349696,-0.003998422,-0.001575511,0.023266265,0.009715957,0.014388661,0.001226168,0.000389125,0.009295664,0.005352183
-0.001301786,0.026668255,0.005870149,-0.022808715,-0.011314218,0.00067513,-0.006837172,0.004199621,-0.006285673,0.000356259,-0.004531981,-0.019070539,-0.000798397,-0.007553658,-0.002863139,0.001272877,0.004095726,-0.000857302,0.006590119,0.000842233,-0.004931214,0.006108739,-0.006887029,0.033013132,-0.00314727,3.69E-05,-0.004092438,0.018752067,0.003552153,-0.010171682
0.005084498,-0.006260227,0.006949688,-0.002329259,0.012024631,0,0.000926543,-0.003052602,0.009986523,0.039039172,0.011716782,0.019070539,0.005177074,0.024466641,0.006668238,0.007079462,0.001834561,0.001028806,-0.0013599,0.004306144,-0.001455065,0.001287054,0.004379761,-0.008368164,0.000565711,-0.001979889,0.009184685,0.022645302,-0.000354475,0.004595595
0.000844319,-0.025905711,0.016070945,-0.00891388,0.007662995,-0.004735949,0.005726587,0.008561869,-0.002604798,-0.003775904,-0.012330794,-0.013458242,0.005051639,0.005247463,-0.00190095,0.038013283,-0.001360881,0.002224928,-0.002270854,0.014565203,0.009275739,-0.000468014,-0.005968515,-0.012027378,-0.003398509,0.001979889,-0.000406599,-0.004738112,-0.011895069,0.002010914
-0.000557117,0.0125769,0.013057956,-0.008400701,-0.015981552,0.014141596,-0.014097941,-0.009613216,0.005634868,-0.008028066,-0.011987268,-0.008875834,0.015587932,0.007170913,0.009703056,0.017231274,0.004254289,0.008003439,0.001590109,0.007555169,-0.0020216,-0.003398964,0.008475783,-0.003425486,-0.005690564,0.002706878,0.00344945,0.020290176,0.002748393,-0.010659335
-0.004496689,-0.01514246,-0.020141628,-0.005816561,-0.010797797,-0.013463838,-0.003555582,-0.004601292,-0.012618375,-0.005474999,0.006629402,-0.01195843,-0.002824891,-0.004883688,0.019590418,-0.006148804,-0.00567631,-0.007149,-0.004777628,0.001339562,-0.007836423,-0.000469938,-0.003530468,-0.000263844,-0.006214513,-0.008953423,0.001618951,0.017362102,0.001550418,-0.001241491
0.008562707,0.004892217,0.00537875,0.01936726,0.001205456,0.022781726,-0.007338561,0.017241054,0.010482908,0.011868246,-0.009056768,0.024069008,0.006902258,0.00796433,-0.002312443,0.011061007,0.010909918,0.000683117,0.00068408,0.016643789,0.013026657,0.003283774,0.004272188,0.006753641,0.010444851,0.025401696,0.000404544,0.006478857,0.000356989,-0.005663147
-0.004672908,0.002089354,-0.001464076,0.011442267,-0.001929585,-0.021765554,-0.00701201,0.00433464,-0.002714766,-0.000430717,0.003421465,0.001173366,-0.008562113,0.003232591,-0.005803761,-0.002603437,-0.013165606,-0.004105522,-0.013768311,-0.007929646,-0.006058095,-0.002931376,-0.004644693,-0.01355306,-0.012169079,-0.010802301,0.001615782,-0.004915232,-0.00705164,-0.004781895
-0.00586602,-0.00635917,-0.01575066,-0.007872853,-0.013489774,-0.007134348,0,-0.007361186,-0.00840049,-0.01135051,-0.010048574,0.000586621,-0.006765001,0.002578622,-0.010532244,0.005100178,-0.006618254,-0.007915995,-0.005096179,-0.004604195,0.002312139,-0.00955713,-0.004853422,0.008470177,-0.005437724,-0.005645973,-0.009734471,-0.002285979,-0.009521287,-0.005034207
0.002142838,-0.016709346,0.006428749,0.000777179,-0.002695422,-0.001023492,-0.004097662,-0.005128377,0.00215939,0.009971009,0.010979452,-0.011496121,0.008522206,-0.002094584,-0.002355939,-0.011436897,0.002449579,0.001726155,0.001160748,0.009593103,-0.004919623,0.003313993,0.006713744,0.008485966,-0.002067712,0.001387119,-0.003061662,0.002165591,0.011917127,-0.005060115
-0.015500284,0.001501803,-0.010405074,-0.008777999,-0.017949425,-0.012708269,-0.011330931,-0.011587351,-0.016818115,-0.012675998,-0.016767134,-0.016138919,-0.023788,-0.018065373,-0.020973078,-0.020179906,-0.019341834,-0.019857833,-0.017550533,-0.015867905,-0.014611574,-0.023552763,-0.011745213,-0.016779112,-0.011323154,-0.017628014,-0.012961921,-0.010268887,-0.011796002,-0.012879284
0.007750762,0.004256468,0.002487306,0.010589133,0.009324403,0.014754046,0.003855313,0.013774959,0.005442712,0.006965696,0.01422024,-0.014261939,0.005478776,0.009968107,-0.003136185,0.005953589,0.012154932,0.007361951,0.011501138,0.005351524,0.001764582,0.005188583,0.008657932,0.017737133,0.019239513,0.007693083,-0.00124316,0.013868538,0.003505194,-0.005503986
-0.018665363,-0.020902924,-0.01754219,-0.015171398,-0.011200008,-0.024130663,-0.01005509,-0.020831157,-0.028169601,-0.018485041,-0.018582832,-0.031670029,-0.011289558,-0.025359525,-0.017056859,-0.014639414,-0.025014351,-0.011946672,-0.019322169,-0.009487661,-0.007373566,-0.01883093,-0.018822812,-0.021464775,-0.03638279,-0.023183074,-0.01504097,-0.009385435,-0.009821274,-0.010624398
-0.001560914,-0.018399647,0.004288439,-0.008234535,-0.002631109,-0.01405504,0.006103309,-0.001941763,0.008013398,0.004520875,-0.006420805,0.019678991,-0.012231591,0.004659018,-0.014605968,-0.013908802,-0.003271862,-0.009232967,-0.001190276,-0.012197163,-0.004450143,-0.001841344,0.008935155,0.005649458,0.00797482,-0.001698847,0.003571933,-0.002541678,-0.010969294,-0.002852564
0.014625963,0.017917655,0.026211117,0.005738543,0.006129023,-0.000707954,-0.010876252,0.040755702,0.030847333,0.026444835,0.007497559,-0.048481065,0.015241532,0.018584518,0.019915882,0.013493448,0.01680031,0.010019811,-0.023133422,0.017674144,0.010941948,0.00856389,0.020234926,0.018981099,0.024210146,0.018079318,0.021782798,0.020868553,0.014884164,0.002377585
-0.008187005,-0.006934497,-0.011840163,-0.003095863,-0.012043758,-0.010680401,-0.007841517,-0.006834804,-0.003216489,-0.011086395,-0.023699439,0.00421205,-0.006230124,-0.00604719,-0.01640174,0.001038328,-0.010574448,0.000533875,0.00873796,-0.012756386,0,-0.00317222,-0.010347268,0.003215741,-0.020835709,-0.017022157,0.002254686,-0.00631031,0,-0.004164393
0.012769849,0.01094418,0.011104467,0.013759815,0.0092965,0.012802595,0.014749952,0.008699242,0.013430148,0.01452581,0.017985977,-0.003238457,0.018475424,0.013838132,0.009476403,0.008268945,0.021098199,0.01623751,0.0043403,0.006554073,0.012857974,0.020921189,0.020496843,0.02797803,0.011138657,0.014942934,0.008765892,0.035782766,0.016829529,0.010555924
-0.007164551,0.01658826,-0.005413516,0.005451301,-0.019190008,-0.005314434,0.000387686,-0.003825886,-0.006954937,-0.007928361,-0.000764263,-0.007815004,-0.011644613,-0.003887856,0.005445648,-0.01013876,-0.011984232,-0.011444617,0.003362967,0.001036446,-0.00787083,-0.008533524,-0.001653944,-0.007792768,-0.001750524,-0.016944279,-0.00651615,-0.005894784,-0.008076672,-0.008055161
0.012643602,0.011193484,0.009820563,0.007864621,0.036053204,0,0.033643083,0.009398443,0.009141254,0.004316697,0.017994855,0.009759128,0.015595073,0.002269796,0.002218885,0.008593248,0.01354705,0.020680584,0.019002956,0.009997525,0.006127238,0.010804679,0.007055583,0.019869401,0.003747268,0.011913775,0.011981214,0.010608741,-0.00109001,0.023391993
-0.006502559,-0.00757895,-0.003916461,-0.010456617,-0.015364003,0.003900193,-0.018444475,-0.005572557,-0.01229463,-0.007957239,0,-0.004867603,0.00226438,-0.008946819,-0.014388597,-0.010570864,-0.004877619,0.009666959,-0.004953221,0.008272278,-0.00671249,-0.004427739,-0.003750425,0.006646644,-0.007760073,-0.001608199,-0.004856335,0.002062832,-0.012313537,-0.019474854
0.009345405,-0.012628455,0.014125732,0.002527428,0.013641542,0.006349092,0.021532381,0.009823959,0.016497502,0.020030936,0.019028196,0.018372726,0.006957465,0.008946819,0.015619656,0.011086332,0.004997961,0.006336292,0.013854865,0.036549465,0.002923925,0.016179309,0.005666074,-0.01350587,0.000670093,0.008940491,0.00525984,0.009909429,0.020879704,0.001539209
