DJIA,AAPL,AXP,BA,CAT,CSCO,CVX,DIS,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,TRV,UNH,UTX,V,VZ,WBA,WMT,XOM
0.010537084,0.013893378,0.015171798,0.034846662,0.011022957,0.007971635,0.006985352,0.001454626,0.001112319,0.003800534,0.014662409,0.009128876,0.014430552,0.002475814,-0.002106111,0.010269094,0.011032712,0.018427042,0.010448767,0.01636648,0.012246274,0.005317261,0.002351132,0.006890353,0.011626971,0.012568526,0.002780975,0.028958389,0.012690002,0.008648523
0.000488036,0.017755886,0.015284811,0.001101648,-0.003907953,0.007033258,-0.003217959,0.018202609,-0.005759872,-0.000523276,-0.000620726,0.00329883,0.011374609,0.002117176,0.016205086,-0.011112335,-0.004845696,0.002188231,0.006543281,-0.000274849,0.007975879,0.009270302,0.01801232,-0.022963585,0.00782615,-0.005561186,0.002134052,-0.005098255,0.000135905,-0.011771455
0.012138537,0.013090031,0.002713689,0.023318441,0.004856052,-0.005270274,0.016780267,0.009428636,0.020837227,0.003788107,0.014348805,0.007383071,0.020648446,0.012087429,0.00181327,0.005047446,0.009820648,0.014649145,0.010003806,0.01786573,0.012944067,0.010327217,0.010388929,0.012539446,0.012112879,0.008038339,0.006374688,0.056883447,0.014001383,0.014637684
-0.001929309,-7.44E-05,0.004954641,-0.010094795,0.012661805,0.006145924,-0.004897351,0.001541399,-0.005428607,0.007533317,0.003000628,0.003264029,-0.005933449,0.001565815,-0.003369934,-0.004731177,0.002418015,-0.012646874,0.008038685,0.001755327,-0.00850542,-0.017272002,-0.011482649,-0.005395828,0.003642155,0.015464244,0.003383261,0.018824972,0.002136569,0.002638709
0.003979147,0.015754146,-0.00134875,0.010635244,-0.00062408,-0.025710695,0.004275315,-0.000128443,0.00341925,0.004003361,0.008837301,0.006091409,0.001513489,0.008827431,0.003628767,0.005988973,-0.002302689,0.001816329,0.003729418,0.010203075,0.002843434,0.003992803,0.007509142,0.013715463,0.004599971,-0.000535466,-0.00126716,0.019545074,0.005322122,0.003835123
0.007880215,-0.000808216,0.001124003,0.005083822,0.00456781,0.012937814,0.008584526,0.016929179,-0.002074647,0.004372559,0.010122513,0.002426183,0.002158503,0.002065563,0.007218423,0.003346409,0.015099627,0.006151822,0.000265561,0.002667562,0.007542421,0.020356803,0.013661016,0.031924311,0.005018107,0.008665618,-0.017054822,-0.019793397,0.005689736,0.028890762
-0.001486103,0.003669766,0.000224747,0.003604358,0.000103398,-0.006670951,-0.006808493,0.004407835,0.00566445,-0.00463048,-0.002725515,0,-0.006380924,0.005830019,-0.038224507,0.002502666,-0.002424911,0.00449927,0.002140341,0.001863588,-0.001880434,-0.018174034,0.00415679,0.004207721,-0.001142344,0.00026545,-0.011460498,-0.003711696,-0.006088014,-0.000425059
-0.005585227,-0.015913758,-0.002024128,-0.017296428,-0.00363127,-0.005818015,0.007865191,-0.008961925,-0.008478097,-0.014543587,-0.001310838,-0.010556368,-0.005766687,-0.021253435,-0.009923855,-0.00490673,-0.009452724,-0.011740537,0.002402344,-0.00519914,-0.012626192,0.00217766,-0.004275869,-0.00379954,0.002634172,-0.009690052,0.011890461,0.014917632,-0.006392266,-0.00127661
0.005760661,-0.011642313,0.001911527,0.009071631,0.007352617,0.000897256,0.008764423,0.004049126,0.007566434,0.013383162,0.007134715,0.009748357,0.008042706,0.005572883,0.005376325,0.002091037,0.007630049,0.013892915,0.006378018,0.010106532,0.002220924,-0.002819126,-0.002383757,-0.000952272,0.008817784,-0.001877715,0.033600832,0.015750946,-0.017928951,0.015001331
-0.001856941,-0.011170295,-0.002925093,-0.009928686,0.005966406,-0.00765249,-0.016895832,0.011800175,0,0.003349937,-0.008009884,-0.013018962,-0.002182915,0.000520905,-0.00322211,0.00728415,7.64E-05,0.00393423,0.006073941,0.011837763,-0.002856735,0.000641466,-0.00023836,0.004480901,0.00286423,-0.000447796,-0.017821704,-0.00346231,-0.005455146,-0.003571467
0.006427656,0.004369053,0.013096796,0.010160302,-0.00184763,-0.000451837,0.012961253,0.007459874,0.012324734,0.001670601,0.003604359,0.008562742,-0.004490059,0.007264064,0.008569943,0.000518364,0.004776732,0.00267338,-0.007664666,0.017626039,0.016706401,-0.001411875,-0.004186035,0.029370708,0.009574097,0.012590745,-0.022247054,0.003011113,0.003140575,0.014728527
-0.001696957,-0.010460662,-0.000110914,-0.021922463,-0.009394731,-0.012739197,0.007158048,-0.006461917,-0.01854428,0.039161367,-0.001200366,-0.000405936,0,-0.017382625,0.007174397,0.001242686,0.005506537,-0.004817448,-0.003987813,0.003462577,-0.003130766,0.003333794,-0.001199159,-0.009119379,-0.005163838,0.004059153,0.001296942,0.006443273,0,-0.00134892
0.001158191,-0.009062914,-0.002004169,-0.001341624,0.008160657,0.004112516,0.004685909,-0.0016221,-0.000798486,0.008852066,0.004519776,0.007284183,0,-0.004921752,0.002643832,-0.007584058,-0.000526552,0.006418312,-0.001866419,0.003960902,0.003130766,-0.003333794,0.001079128,0.009776623,0.001896558,-0.004412955,0.00129529,-0.006593769,0.019307808,-0.005413662
0.00457271,0.019751206,0.006221526,0.015284159,-0.005157179,-0.000456124,0.001557022,0.004982673,0.015723242,0.003299172,0.006552604,-0.001614017,0.002740323,-0.001057966,0.005267519,0,0.011077682,0.006906925,0.010354555,0.00102573,0.007474303,0.004229551,0.005021509,-0.000525686,0.004297123,0.000751445,0.024508429,0.02494573,-0.002946338,0.000521571
0.003010313,-0.00271369,0.010905131,0.00279626,0.002788192,-0.005489503,-0.00311655,0.004091888,0.006449212,0.00073196,-0.000540157,0,0.008283929,0.002290562,0.003408721,0.00073581,0.002899044,0.005807296,0.011815653,0.003582735,-0.003730091,0.005992983,-0.000119116,0.016309084,0.003509809,-0.001503663,0.001683009,-0.003525957,0.001876052,0.004476626
-0.009460269,0.002884125,-0.014455412,-0.005444358,-0.00682936,-0.010606787,-0.004257759,-0.016846822,-0.010326121,-0.000365697,-0.004926333,-0.010556368,-0.006097389,-0.010793797,-0.002096125,-0.008761202,-0.018881165,-0.010052142,-0.013931183,-0.011690077,-0.004056708,-0.015115158,-0.00790311,-0.002202625,-0.002224459,-0.020117673,-0.005690885,-0.008126865,-0.007794836,-0.008030455
0.013994284,0.00657251,0.028920791,0.015554475,0.007344909,0.01152368,0.00417101,0.027922408,0.023930911,0.010553704,0.011761723,0.004479861,0.019254133,0.018507725,0.004971652,0.006973247,0.003548817,0.011279569,0.016538199,0.015768574,0.021958543,0.012441583,0.011118596,0.013271027,0.007083498,0.018168369,0.012393971,0.024764848,0.013534467,0.01062412
-0.002179822,0.002105842,-0.005087959,-0.011119217,-0.006722327,0.002288974,-0.007747425,0.011801452,0.01861328,0.000482481,0.003747773,-0.004479861,-0.008067569,0.015595419,0.001043746,0.000420646,0.008779462,-0.003159398,-0.007841289,-0.015381414,0.001833731,-0.008062936,0.003086173,-0.001793415,-0.001531713,-0.012001005,-0.010915598,-0.008868298,-0.004401778,-0.028585337
0.003764925,-0.003028849,0.014865916,0.000543625,0.012682502,-0.002288974,0.003663437,0.007951065,0.004063957,-0.006048802,0.002667859,0.005292137,0.003235078,0.012643526,0.003124213,0.005876411,0.001717024,0.00665876,0.00104912,0.010280434,-0.008894346,0.003079212,0.006299629,-0.004497991,0.002976537,0.0047017,0.001687268,-0.026186797,0.001068747,-0.000426571
0.001875617,-0.000584214,0.003629344,-0.002486521,-0.005651113,-0.004133181,0.002000702,-0.013651948,0.009571687,0.001697265,0.000213232,0.000405819,0.00461822,0.008453032,0.0020772,-0.000837576,0.000223715,0.003660584,-0.006574456,0.015728574,-0.000924771,0.00409106,-0.005584441,-0.003095855,0.004659374,0.007565192,-0.006553615,0.007467205,0.002416514,0.013033237
-0.002071164,0.000904494,-0.001706049,-0.012919544,-0.003095814,-0.001842288,0.006582384,-0.002923452,-0.004313188,-0.004492025,-0.006897158,0.008084082,0.001392228,-0.003372719,0.002590628,-0.00314621,-0.004109775,-0.002613607,-0.002113295,-0.006059122,-0.001234129,0.001911998,-0.001788833,0.006182367,-0.004574671,-0.000265886,-0.002548417,-0.006418453,-0.002013361,0.00535455
-0.004115345,0.009690625,-0.00535084,-0.009661077,0.000929684,-0.003694957,-0.011547807,-0.011287133,-0.021084133,-0.005153787,0.001983017,-0.004437859,0.000428176,-0.017207965,0.00387351,0.036915237,-0.007892841,-0.011051648,0.005274303,-0.002282005,0.000925721,0.005333892,-0.002389854,-0.001284907,-0.018251589,0.007422365,-0.00704111,-0.003900917,0.006561706,-0.015724995
-0.000683357,0.000969572,-0.003223974,-0.009916195,-0.000206611,0.009670425,0.009906147,0.004063276,-0.001001161,-0.009020474,-0.002895509,0.001212189,0.001175779,-0.004650929,-0.000649505,-0.000708857,0.000452821,0.002114366,0.006553894,0.002155443,-0.013664749,0.003666739,-0.001796536,0.001289425,0.001468941,-0.004765203,-0.007307418,0.006144515,0.008109015,0.002125311
-0.014249718,-0.011168897,-0.024076417,-0.020624232,-0.012575971,-0.01384419,-0.010430202,-0.017978162,-0.017954208,-0.02208934,-0.012536724,-0.007703235,-0.006430933,-0.008669969,-0.013082455,-0.013668114,-0.013364824,-0.01034242,-0.009979064,-0.005587388,-0.027260033,-0.000631411,-0.010119182,-0.007632135,-0.025536944,-0.023810509,-0.007143773,0,-0.007975628,-0.006069031
-0.002686579,-0.011294933,-0.005750479,0.009959347,-0.002303458,-0.007930847,-0.003062864,0.001749902,-0.00813133,0.007333367,-0.009232282,-0.002853133,-0.002045059,-0.010856434,0.00525355,0.002154549,-0.007520023,-0.001614292,-0.005026884,-0.002677745,0.003528526,-0.002655185,0.000847127,-0.017156845,-0.002572215,-4.54E-05,0.001085904,0.002089488,-0.008712625,-0.00181699
0.011237108,0.003899604,0.01201591,0.018589835,0.002930609,0.007466143,0.008465327,0.016351211,0.008970748,0.0025163,0.019564895,0.008130184,0.011995368,0.013638921,0.002616304,0.000204649,0.018619331,0.010003529,0.009240604,0.008391695,0.006065317,0.010830172,0.010589676,0.013905428,0.015946781,0.013542139,0.004978555,0.004017586,0.005370689,0.009052793
0.005461118,0.008807705,0.00360953,-0.011063962,0.007705281,0.00556314,0.010116472,0.00734481,0.007464267,0.003011432,0.005367179,0.004846542,0.000106683,0.008301917,0.003391295,-0.002975362,0.003547007,0.0017758,0.038664854,0.008321334,0.016101504,-0.000877691,0.004895919,0.016025041,0.002357154,0.011684019,0.008386731,-0.002081034,0.001204565,0.00412631
-0.007004098,-0.000263221,-0.009434082,-0.014617896,-0.003845029,0,-0.008987355,-0.018091717,0.000535317,-0.000877391,-0.011304711,0.008025593,-0.003733031,0.004125023,-0.006793783,-0.01251254,-0.011440871,-0.006586425,-0.007105004,-0.006171329,-0.006914024,-0.012488042,-0.008973984,0.024817919,-0.005859517,-0.011505404,-0.007307418,-0.005521105,-0.005229817,-0.010401157
0.006689371,-0.004830586,0.010525187,0.012115386,0.001768367,0.00920419,0.00268746,0.00359511,0.00616474,0.004254155,0.017122901,0.016254317,0.005647134,0.030574145,0.00809483,0.005189584,0.009102649,-0.007169753,0.026634933,0.001514828,0.006287604,-0.00585602,0.000360441,0.019444153,-0.002107188,-0.008976002,0.018168818,-0.004950327,0.013354925,0.00902778
-0.001733189,0.007855978,-0.001855878,-0.009337855,0.012190045,-0.008742007,0.001038313,-0.005708446,-0.01350527,0.004111952,-0.006567924,-0.010276805,0.019047988,0.000997567,-0.000260105,-0.011766909,0.005196666,-0.016871203,-0.004224233,-0.052575401,0.008425443,-0.00563392,0.006586391,-0.002333071,0.007007131,0.00696343,-0.006374688,-0.026668213,0.009506246,-0.002859354
-0.001600954,0.011790758,-0.005587862,0.006829361,-0.005559943,-0.003240108,0.001900867,-0.010760987,-0.007394707,-0.009495072,0.008428901,-0.001988599,-0.007638714,0.014847193,-0.001040942,0.007409201,-0.005271954,-0.016230664,0.008430388,-0.004664495,-0.02167505,0.018068986,0.000954638,-0.000738014,-0.007182895,-0.011798835,0.002129507,-0.006818358,0.008635585,0.003493551
0.005586821,0.010699495,-0.001869673,0.004849375,0.017806307,0.035075523,0.010646692,0.000754459,-0.015016629,-0.002388316,0.035433435,0.013444338,0.022640953,-0.002295433,0.005712706,-0.002811101,0.012308707,0.025880315,-0.003958509,-0.01629551,0.010424991,0.006410533,0.002025016,-0.002216774,0.012666641,-0.01070279,0.00445722,0.032282958,0.001431792,0.002848694
-0.006060014,-0.009605893,-0.013074975,-0.003958586,-0.00804515,-0.000895433,0.005281052,-0.011759662,-0.009354793,-0.007578362,-0.012485264,-0.003147181,-0.003394662,-0.017048984,-0.000259023,-0.000730077,-0.007262,0.014927046,-0.013727658,-0.005855557,0.011250059,-0.003891807,-0.007166044,0.005410674,-0.005396534,-0.012532305,-0.00445722,-0.02268853,-0.008360344,-0.002215085
-0.00029261,-0.004307143,0.003673739,-0.002593871,0.006624174,-0.013532059,-0.00034,-0.001782204,0.003456632,-0.002412036,-0.014590336,-0.002762229,0.002367279,0.000333714,0.005424628,0.003333606,-0.001880175,-0.00519052,-0.010865534,0.001365162,-0.002488956,0.001885193,0.000718958,-0.006397925,-0.006830568,0.000417393,0.014361365,-0.008972827,-0.001181375,0.016131092
0.003610559,-0.001116834,0.005209202,0.010094262,0.009502653,0.01397947,0.007028757,0.006477636,6.18E-05,0.000508253,0.003260834,0.012174121,0.001643427,0.002000692,0.003342771,0.011168568,0.010185994,0.004476043,0.02360128,0.002995686,-0.006877282,0.001379941,0.005970846,0.007378373,0.008835765,-0.017202424,-0.005677832,0.015573745,-0.001709174,0.015056133
0.008212226,-0.000223632,-0.004764993,0.00824165,-0.000201028,0.004022509,0.003453953,0.01357979,0.009504982,0.005195059,0.010654743,0.007388417,0.008074684,0.011097408,-0.007473299,0.008091289,0.01082071,0.014013378,0.016977062,0.004341914,0.007499995,0.01047673,0.013129366,0.004522942,0.017526906,0.017619266,0.003158199,0.010198487,0.005510569,-0.000204408
0.004543724,0.009106128,0.012583227,0.021443563,0.004418102,0.038389955,0.00075672,0.018560344,0.012554152,0.003154026,0.010387599,0.006949777,-0.002956533,-0.000658946,-0.006487438,-0.001327015,0.006392328,-0.007070917,0.010435591,0.00715036,-0.005306596,-0.003231049,-0.008377968,-0.001831033,0.009201129,-0.005388325,0.003776703,-0.003033492,0.004438496,0.000511778
0.002440109,0.001660257,-0.005956006,0.000779654,0.027861851,-0.004773278,0.00293692,0.001225115,0.008103509,0.007154982,-0.004896385,-0.003854764,0.002956533,0.003146281,-0.002085068,-0.003171606,-0.003889508,0.00159569,-0.001691545,0.00201392,0.010585411,-0.002617714,0.00307626,-0.002814201,0.016401297,-0.000186342,0.00146487,0.007868178,0.005326563,0.002248575
-2.71E-05,-0.006954708,0.006395666,0.003656377,-0.000779676,0.00434051,-0.002600634,0.000244907,-0.007079727,-0.006903064,-0.004453052,0.019885957,0.000305542,0.00297196,-0.006806075,0.000717075,0.001029007,-0.004437989,-0.008256593,-0.007405499,0.003400813,-0.000374567,0.003890602,0.007811613,-0.000834508,0.001629344,0.00625395,0.011090984,0.003621135,-0.000204374
-0.009691667,-0.013020377,-0.020095103,-0.010930959,-0.00371274,-0.016594533,-0.002018278,-0.01554447,-0.017308162,-0.008601003,-0.00478596,-0.0095112,0.001626774,-0.014111619,0.003932207,0.002148354,-0.002058866,-0.001602369,-0.028191918,-0.015665273,-0.007434938,-0.004128264,0.002585458,-0.008792584,-0.013364412,-0.034589995,-0.001663889,-0.015622599,-0.001938312,-0.005837225
-0.010217362,-0.015825208,-0.029244861,-0.014152155,-0.010428718,0.006145913,-0.012365754,-0.016295185,-0.029088136,-0.020405045,0.014238409,0.012535647,-0.005399646,-0.013635697,0.010411297,-0.008826409,-0.010804627,-0.016710361,-0.001757021,-0.027982241,-0.030305621,0.008985595,-0.002349976,-0.005534634,-0.017068001,-0.020870992,0.001663889,-0.014487533,0,-0.005975203
0.000631932,-5.75E-05,-0.001270922,-0.011531827,0.012579841,0.003931031,0.003912498,0.005545258,-0.012694037,-0.000259436,-0.006343487,0.015730792,0.001735119,-0.00254577,0.007224041,0.010969682,0.003268298,-0.002721833,0.000502366,0.029080658,-0.01063294,0.01062809,-0.003181562,-0.005193333,-0.003535687,-0.00403949,0.012944002,-0.01985804,0.011190485,0.00689906
0.011075161,0.013058308,0.025456374,0.021751057,0.005842833,0.007815849,0.010975387,0.011247217,0.010168044,0.00839437,0.017183039,0.002597944,0.009035173,0.007111706,0.00231111,0.002748808,0.007389153,0.036744099,0.016191677,0.008738047,0.01159427,0.0017192,0.012782462,0.009009636,0.010910519,0.024139952,-0.004782229,0.026288575,-0.002689484,-0.001232291
-0.016374561,-0.01298183,-0.038607544,-0.025867462,-0.007113294,-0.020538446,-0.020442715,-0.037477484,-0.013879439,-0.012682987,-0.00489397,-0.020596068,-0.024657362,-0.032058827,-0.002568052,0.01092141,-0.013861921,-0.022134966,-0.027810898,-0.01520433,-0.020052526,-0.004920652,-0.009718943,-0.017350806,-0.021417264,-0.029286487,-0.010686433,-0.032891218,-0.01394821,-0.005666768
-0.008912061,-0.007420296,-0.009652728,-0.012779822,-0.007952562,-0.008423694,0.002909502,-0.006471802,-0.021121841,-0.01416579,-0.002506978,-0.009504328,0.003412748,-0.037271333,-0.00670802,-0.001409024,-0.011863804,0.001252903,-0.003818059,-0.016702199,-0.024806974,-0.004077535,0.003641193,-0.013087208,-0.005514235,-0.024713901,-0.008462133,0.013473508,-0.005084801,-0.000620273
0.009098838,0.003975734,0.011291328,0.009620427,0.013024691,0.017215259,0.014168809,0.007890069,0.013139992,0.003559994,0.013130949,0.014410741,0.002783381,-0.006167383,0.00258519,0.008224596,0.005724117,-0.006278772,-0.000765765,0.015734879,0.000334928,0.000618677,0.002341828,0.002909088,0.008826029,0.022030643,0.004240223,0.021704664,0.011437343,0.011717834
